condition,Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
reasoning,69096b2fe949296b107fa421,54e32a60fdf99b3eae9de85b,approved,Not Applicable,2025-11-04T02:55:49.810000Z,2025-11-04T03:26:38.904000Z,2025-11-14T21:20:13.388000Z,2025-11-04T03:26:39.296976Z,1850.0,NOCODE,8079,English,41,Female,White,United States,United States,United States,English,No,Full-Time
reasoning,69096b754d3f1d05aaf4218e,672268205351c30413c9837e,approved,Not Applicable,2025-11-04T03:01:56.256000Z,2025-11-04T03:57:05.667000Z,2025-11-14T21:20:13.633000Z,2025-11-04T03:57:06.079875Z,3310.0,CIFH4XG1,5177,English,50,Female,Asian,Philippines,United States,United States,Tagalog-Filipino,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
reasoning,69096baaf142296108910a68,65c1220d6b274235bd3ea120,approved,Not Applicable,2025-11-04T02:58:01.118000Z,2025-11-04T03:08:30.194000Z,2025-11-14T21:20:13.867000Z,2025-11-04T03:08:30.567195Z,630.0,CIFH4XG1,261,English,34,Female,Black,United States,United States,United States,English,No,Full-Time
reasoning,69096bac317dfd04afd96544,673c90022c553e1b8f60a3af,approved,Not Applicable,2025-11-04T02:57:52.990000Z,2025-11-04T03:25:44.535000Z,2025-11-14T21:20:14.096000Z,2025-11-04T03:25:44.940934Z,1672.0,CIFH4XG1,806,English,27,Male,Other,United States,United States,United States,English,No,Unemployed (and job seeking)
reasoning,69096c7da050f8d4593e1a4f,67e07f19ee9c325f1bcaa026,approved,Not Applicable,2025-11-04T03:01:53.894000Z,2025-11-04T03:50:21.744000Z,2025-11-14T21:20:14.334000Z,2025-11-04T03:50:22.138258Z,2908.0,CIFH4XG1,1159,English,61,Male,White,United States,United States,United States,English,Yes,Full-Time
reasoning,69096c9fe519feca3e7420a1,67f224dfcaaa213111714560,approved,Not Applicable,2025-11-04T03:01:55.600000Z,2025-11-04T04:25:32.933000Z,2025-11-14T21:20:15.194000Z,2025-11-04T04:25:33.474813Z,5018.0,CIFH4XG1,2956,English,33,Male,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
reasoning,69096cb887b2517ed1ca3bdf,67dca3ca8f388d1638a68ad9,approved,Not Applicable,2025-11-04T03:02:16.617000Z,2025-11-04T03:49:58.881000Z,2025-11-14T21:20:15.508000Z,2025-11-04T03:49:59.266294Z,2863.0,CIFH4XG1,575,English,63,Male,Black,United States,United States,United States,English,Yes,Full-Time
reasoning,69096d0ba4204defcd5ae17c,66afd624a26f73871dce55fe,approved,Not Applicable,2025-11-04T03:03:39.617000Z,2025-11-04T03:37:22.947000Z,2025-11-14T21:20:15.769000Z,2025-11-04T03:37:23.346109Z,2024.0,CIFH4XG1,1286,English,34,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
reasoning,69096d0bd7954d37fbab2fcf,61363ce02e6022a741d63a6e,approved,Not Applicable,2025-11-04T03:03:43.123000Z,2025-11-04T03:14:47.542000Z,2025-11-14T21:20:16.070000Z,2025-11-04T03:14:48.016538Z,665.0,CIFH4XG1,4634,English,29,Male,White,United States,United States,United States,English,No,Full-Time
reasoning,69096d1073f617167d17af3d,67ef42807f408cca62ea4bb0,approved,Not Applicable,2025-11-04T03:03:44.341000Z,2025-11-04T03:46:26.198000Z,2025-11-14T21:20:16.374000Z,2025-11-04T03:46:26.614975Z,2562.0,CIFH4XG1,1551,English,46,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
reasoning,69096d14e7ed917cddfde989,668dc9c9cb393e15f3baf53e,approved,Not Applicable,2025-11-04T03:03:48.671000Z,2025-11-04T03:52:22.538000Z,2025-11-14T21:20:16.694000Z,2025-11-04T03:52:22.930012Z,2914.0,CIFH4XG1,1607,English,42,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
reasoning,69096e58632f1607a1b9bf8d,672ceecd4b982fd2123fa32f,approved,Not Applicable,2025-11-04T03:09:48.609000Z,2025-11-04T04:20:44.606000Z,2025-11-14T21:20:16.934000Z,2025-11-04T04:20:44.989106Z,4256.0,CIFH4XG1,1327,English,37,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
reasoning,690970d6470995e643bd564a,5efe8c25e921d23a9daec079,approved,Not Applicable,2025-11-04T03:19:55.491000Z,2025-11-04T04:03:29.770000Z,2025-11-14T21:20:17.164000Z,2025-11-04T04:03:30.206181Z,2615.0,CIFH4XG1,2202,English,31,Female,Black,United States,United States,United States,English,Yes,Full-Time
reasoning,690970dc0b3d12d34b474b15,67f04718ef98a837eb7180bb,approved,Not Applicable,2025-11-04T03:19:56.491000Z,2025-11-04T04:03:44.739000Z,2025-11-14T21:20:17.439000Z,2025-11-04T04:03:45.174304Z,2629.0,CIFH4XG1,950,English,27,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
reasoning,690970ddedbdac75cf11183d,67ef69e735fee402bbbbf23b,approved,Not Applicable,2025-11-04T03:19:57.032000Z,2025-11-04T04:02:15.936000Z,2025-11-14T21:20:17.679000Z,2025-11-04T04:02:16.300183Z,2539.0,CIFH4XG1,1332,English,45,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
reasoning,6909713a632f1607a1b9bfa2,67ef32ae3b9945398e55b406,approved,Not Applicable,2025-11-04T03:21:30.675000Z,2025-11-04T03:59:36.078000Z,2025-11-14T21:20:17.902000Z,2025-11-04T03:59:36.462376Z,2286.0,CIFH4XG1,1389,English,42,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
reasoning,69179d09e9a8b0fdeeebb78d,676d6b0a137e2c9c8e9fc347,approved,Not Applicable,2025-11-14T21:20:13.265000Z,2025-11-14T21:35:58.455000Z,2025-11-16T14:23:53.682000Z,2025-11-14T21:35:58.824647Z,946.0,CIFH4XG1,4359,English,64,Male,White,United States,United States,United States,English,No,Full-Time
reasoning,69179d0b331b7fd9ab6c8367,63617d0513b0cf392fd67e3e,approved,Not Applicable,2025-11-14T21:20:11.873000Z,2025-11-14T22:04:43.493000Z,2025-11-16T14:23:51.701000Z,2025-11-14T22:04:43.871929Z,2672.0,CIFH4XG1,2010,English,42,Female,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
reasoning,69179d0bd80f508194833ff9,675df6122e621909f289e258,approved,Not Applicable,2025-11-14T21:20:53.082000Z,2025-11-14T21:39:50.285000Z,2025-11-16T14:23:57.828000Z,2025-11-14T21:39:50.656183Z,1138.0,CIFH4XG1,2286,English,41,Male,White,United States,United States,United States,English,No,Full-Time
reasoning,69179d0cb2d659dd11d55415,67246794a85893f571f01fcc,approved,Not Applicable,2025-11-14T21:20:32.538000Z,2025-11-14T21:40:11.718000Z,2025-11-16T14:23:55.837000Z,2025-11-14T21:40:12.165131Z,1180.0,CIFH4XG1,5094,English,29,Female,White,United States,United States,United States,English,No,Full-Time
reasoning,6917a9e752fbc7c08e5a3fdf,6712fc1608041fe311ca2221,approved,Not Applicable,2025-11-14T22:15:59.706000Z,2025-11-14T22:38:40.976000Z,2025-11-16T14:23:59.841000Z,2025-11-14T22:38:41.528503Z,1362.0,CIFH4XG1.,919,"English, Spanish",31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
